"director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","actor_1_name","movie_title","num_voted_users","cast_total_facebook_likes","actor_3_name","num_user_for_reviews","content_rating","budget","title_year","actor_2_facebook_likes","imdb_score","movie_facebook_likes","genres"
"Rob Hedden",129,100,6,65,"Peter Mark Richman",935,14343976,"Kane Hodder","Friday the 13th Part VIII: Jason Takes Manhattan ",22961,1327,"Scott Reeves",291,"R",5e+06,1989,120,4.5,1000,"Thriller_Action"
"Joel Zwick",168,95,38,249,"Louis Mandylor",567,241437427,"Nia Vardalos","My Big Fat Greek Wedding ",102071,1495,"Lainie Kazan",756,"PG",5e+06,2002,312,6.6,5000,"Romance_Comedy"
"Harmony Korine",444,94,520,192,"Heather Morris",11000,14123773,"James Franco","Spring Breakers ",108683,12306,"Rachel Korine",561,"R",5e+06,2012,892,5.3,25000,"Drama_Crime"
"Joe Chappelle",123,93,13,141,"Kim Darby",742,15126948,"Donald Pleasence","Halloween: The Curse of Michael Myers ",20815,1227,"Mitchell Ryan",335,"R",5e+06,1995,152,4.9,0,"Thriller"
"Mickey Liddell",74,82,7,664,"Randy Wayne",1000,13350177,"Jessica Lowndes","The Haunting of Molly Hartley ",7904,4856,"Haley Bennett",113,"PG-13",5e+06,2008,984,3.8,562,"Drama_Thriller"
"John Sayles",68,135,407,111,"Clifton James",11000,13269963,"Matthew McConaughey","Lone Star ",23202,11400,"Miriam Colon",173,"R",5e+06,1996,189,7.6,0,"Drama_Crime"
"Dwight H. Little",144,88,27,101,"Kathleen Kinmont",742,17768000,"Donald Pleasence","Halloween 4: The Return of Michael Myers ",29629,1136,"Ellie Cornell",374,"R",5e+06,1988,120,5.9,0,"Thriller"
"Fred Walton",96,89,17,85,"Deborah Foreman",690,12947763,"Thomas F. Wilson","April Fool's Day ",10624,1160,"Clayton Rohner",125,"R",5e+06,1986,190,6.2,0,"Thriller_Crime"
"Barry Levinson",42,110,272,551,"Daniel Stern",801,14100000,"Steve Guttenberg","Diner ",14995,2943,"Ellen Barkin",87,"R",5e+06,1982,796,7.2,0,"Comedy_Drama"
"Steve Carver",29,107,8,268,"William Sanderson",926,12200000,"David Carradine","Lone Wolf McQuade ",7973,2383,"Robert Beltran",65,"PG",5e+06,1983,400,6.3,0,"Drama_Thriller_Crime_Action"
"Gonzalo López-Gallego",228,86,17,205,"Ryan Robbins",520,17683670,"Warren Christie","Apollo 18 ",47227,1520,"Andrew Airlie",323,"PG-13",5e+06,2011,270,5.2,0,"Thriller_Crime_Action"
"Christine Jeffs",195,91,19,260,"Mary Lynn Rajskub",968,12055108,"Clifton Collins Jr.","Sunshine Cleaning ",61151,2528,"Paul Dooley",134,"R",8e+06,2008,934,6.9,0,"Comedy_Drama"
"John Erick Dowdle",203,103,66,13,"Claire Geare",155,27285953,"Sterling Jerins","No Escape ",48675,259,"Sahajak Boonthanakit",214,"R",5e+06,2015,78,6.8,16000,"Thriller_Action"
"Michael Tiddes",59,92,89,355,"Mike Epps",729,11675178,"Fred Willard","Fifty Shades of Black ",9509,2848,"Russell Peters",53,"R",5e+06,2016,706,3.5,11000,"Comedy"
"Bill Duke",45,99,1000,409,"Jenifer Lewis",849,10572742,"Eddie Cibrian","Not Easily Broken ",2326,2269,"Wood Harris",21,"PG-13",8e+06,2009,578,6.1,738,"Romance_Drama"
"Bille Woodruff",12,96,23,503,"Brandy Norwood",927,9658370,"Donald Faison","The Perfect Match ",1180,3552,"Lauren London",9,"R",5e+06,2016,509,4.5,740,"Romance_Comedy"
"Mamoru Hosoda",29,82,99,44,"Colleen O'Shaughnessey",93,9628751,"Lara Jill Miller","Digimon: The Movie ",5164,315,"Mona Marshall",65,"PG",5e+06,2000,45,5.9,207,"Action"
"Brian Dannelly",121,92,12,797,"Patrick Fugit",3000,8786715,"Macaulay Culkin","Saved! ",40274,5668,"Eva Amurri Martino",324,"PG-13",5e+06,2004,835,6.9,0,"Comedy_Drama"
"J.S. Cardone",56,90,23,560,"Kerr Smith",847,6755271,"Brendan Fehr","The Forsaken ",7319,3004,"Izabella Miko",131,"R",5e+06,2001,591,5.3,327,"Thriller"
"Jay Levey",59,150,3,448,"Gedde Watanabe",859,6157157,"Fran Drescher","UHF ",21416,3942,"Michael Richards",198,"PG-13",5e+06,1989,448,7,0,"Comedy_Drama"
"Tamara Jenkins",60,91,84,572,"Kevin Corrigan",1000,5480318,"Natasha Lyonne","Slums of Beverly Hills ",9427,2691,"Jessica Walter",79,"R",5e+06,1998,778,6.6,462,"Comedy_Drama"
"Randall Miller",109,110,19,39,"Freddy Rodríguez",25000,4040588,"Alan Rickman","Bottle Shock ",12233,25676,"Greg Collins",89,"PG-13",5e+06,2008,579,6.8,0,"Comedy_Drama"
"Michael Polish",12,121,35,473,"Bobby Batson",4000,4700361,"Hayden Christensen","90 Minutes in Heaven ",2047,6617,"Cynthia Barrett",29,"PG-13",5e+06,2015,849,4.6,0,"Drama"
"Dan Rush",155,97,7,939,"Scott Takeda",8000,2711210,"Will Ferrell","Everything Must Go ",40305,10517,"Stephen Root",86,"R",5e+06,2010,981,6.4,0,"Comedy_Drama"
"Paul Schrader",19,103,261,145,"Jane Adams",722,1100000,"Dana Delany","Light Sleeper ",3665,1201,"David Clennon",39,"R",5e+06,1992,280,6.8,247,"Drama_Crime"
"Michael Cuesta",163,112,52,688,"Paz Vega",10000,2445646,"Jeremy Renner","Kill the Messenger ",32382,12897,"Robert Pralgo",99,"R",5e+06,2014,963,7,13000,"Drama_Thriller_Crime"
"John Cameron Mitchell",248,91,263,192,"Jon Tenney",967,2221809,"Dianne Wiest","Rabbit Hole ",40618,1582,"Tammy Blanchard",144,"PG-13",5e+06,2010,289,7,0,"Drama"
"Fenton Bailey",39,98,13,600,"Mia Kirshner",3000,296665,"Macaulay Culkin","Party Monster ",12675,5185,"Marilyn Manson",158,"R",5e+06,2003,971,6.3,0,"Drama_Thriller_Crime"
"Jeremy Saulnier",322,95,57,233,"Mark Webber",727,3219029,"Alia Shawkat","Green Room ",28845,1836,"Joe Cole",125,"R",5e+06,2015,442,7.1,10000,"Thriller_Crime"
"James Manera",12,99,0,361,"Greg Germann",578,830210,"Joaquim de Almeida","Atlas Shrugged: Who Is John Galt? ",1900,3382,"Kristoffer Polaha",56,"PG-13",5e+06,2014,435,4.4,0,"Drama_Crime_Action"
"Kevin Spacey",37,97,18000,977,"Joe Mantegna",10000,326308,"Viggo Mortensen","Albino Alligator ",6632,13718,"Faye Dunaway",69,"R",5e+06,1996,1000,6.1,225,"Drama_Thriller_Crime"
"Nicholas Fackler",27,90,6,940,"Ellen Burstyn",3000,124720,"Adam Scott","Lovely, Still ",1560,4987,"Martin Landau",15,"PG",5e+06,2008,1000,7.3,777,"Romance_Drama"
"Morgan J. Freeman",31,90,204,697,"John Heard",1000,99147,"Ethan Suplee","Desert Blue ",1884,3207,"Sara Gilbert",28,"R",2e+06,1998,697,6.2,69,"Drama"
"M. Night Shyamalan",371,94,0,99,"Patch Darragh",432,65069140,"Ocean James","The Visit ",65299,1010,"Olivia DeJonge",455,"PG-13",5e+06,2015,309,6.2,27000,"Thriller"
"Brian De Palma",133,90,0,15,"Daniel Stewart Sherman",343,65087,"Mike Figueroa","Redacted ",8824,408,"Kel O'Neill",108,"R",5e+06,2007,29,6.2,559,"Thriller_Crime_Action"
"William H. Macy",44,105,0,394,"Felicity Huffman",745,37440,"Billy Crudup","Rudderless ",12672,1986,"David Adam Flannery",60,"R",5e+06,2014,508,7.5,0,"Comedy_Drama"
"Billy Bob Thornton",104,148,0,263,"Dwight Yoakam",3000,24475416,"Robert Duvall","Sling Blade ",72443,3967,"J.T. Walsh",309,"R",890000,1996,324,8,0,"Drama"
"Eli Roth",303,93,0,581,"Takashi Miike",1000,47277326,"Jay Hernandez","Hostel ",138814,2990,"Rick Hoffman",1516,"R",4800000,2005,1000,5.9,0,"Thriller"
"Jeff Nichols",359,121,337,41,"Shea Whigham",982,1729969,"Katy Mixon","Take Shelter ",68211,1520,"Robert Longstreet",219,"R",5e+06,2011,463,7.4,14000,"Drama_Thriller"
"Frank LaLoggia",130,118,7,339,"Lukas Haas",968,1705139,"Alex Rocco","Lady in White ",4695,2545,"Katherine Helmond",69,"R",4700000,1988,733,6.7,0,"Thriller_Crime_Action"
"Hugh Wilson",45,96,37,542,"Bubba Smith",801,81200000,"Steve Guttenberg","Police Academy ",87739,3113,"Michael Winslow",133,"R",4500000,1984,760,6.7,0,"Comedy"
"Spike Lee",202,108,0,346,"Rosario Dawson",22000,13060843,"Philip Seymour Hoffman","25th Hour ",149528,26050,"Aaron Stanford",454,"R",1.5e+07,2002,3000,7.7,0,"Drama"
"Lana Wachowski",120,109,0,126,"Kevin Michael Richardson",3000,3798532,"Christopher Meloni","Bound ",41138,3668,"Peter Spellos",208,"R",4500000,1996,441,7.4,2000,"Romance_Drama_Thriller_Crime"
"Darren Aronofsky",234,102,0,167,"Mark Margolis",1000,3609278,"Ellen Burstyn","Requiem for a Dream ",573541,2235,"Louise Lasser",1916,"R",4500000,2000,1000,8.4,38000,"Drama"
"Andrew Erwin",49,98,10,402,"Sarah Drew",589,10429707,"Alex Kendrick","Moms' Night Out ",10483,2705,"Patricia Heaton",125,"PG",5e+06,2014,416,5.4,0,"Comedy"
"Richard Kelly",283,133,219,701,"Mary McDonnell",15000,727883,"Jake Gyllenhaal","Donnie Darko ",580999,17040,"James Duval",2110,"R",4500000,2001,933,8.1,33000,"Drama_Thriller_Action"
"Agnieszka Wojtowicz-Vosloo",138,104,0,329,"Josh Charles",14000,108229,"Liam Neeson","After.Life ",30836,15860,"Chandler Canterbury",137,"R",4500000,2009,1000,5.9,7000,"Drama_Thriller_Crime"
"Milos Forman",149,133,869,425,"Michael Berryman",888,112000000,"Scatman Crothers","One Flew Over the Cuckoo's Nest ",680041,2176,"Louise Fletcher",760,"R",4400000,1975,721,8.7,32000,"Drama"
"Ernie Barbarash",29,103,249,261,"Michael J. Morris",2000,8691,"Michael Jai White","Falcon Rising ",4952,3089,"Lateef Crowder",32,"R",4500000,2014,298,5.8,0,"Action"
"Joe Wright",256,111,456,394,"Cara Delevingne",20000,34964818,"Hugh Jackman","Pan ",39975,21404,"Nonso Anozie",186,"PG",1.5e+08,2015,559,5.8,24000,"Action"
"George A. Romero",274,90,0,231,"Shawn Roberts",648,101055,"Julian Richings","Survival of the Dead ",17478,1951,"Kathleen Munroe",159,"R",4e+06,2009,529,5,0,"Thriller"
"Sofia Coppola",265,101,0,11,"Bill Murray",19000,44566004,"Scarlett Johansson","Lost in Translation ",321283,32015,"Catherine Lambert",1848,"R",4e+06,2003,13000,7.8,17000,"Drama"
"Woody Allen",154,93,11000,629,"Carol Kane",11000,39200000,"Woody Allen","Annie Hall ",192940,12691,"Shelley Duvall",491,"PG",4e+06,1977,636,8.1,0,"Romance_Comedy"
"Cecil B. DeMille",44,152,309,132,"Dorothy Lamour",232,36000000,"Gloria Grahame","The Greatest Show on Earth ",9456,825,"Cornel Wilde",107,"Not Rated",4e+06,1952,178,6.7,625,"Romance_Drama"
"Marc Forster",153,112,395,80,"Peter Boyle",13000,31252964,"Heath Ledger","Monster's Ball ",71495,13707,"Marcus Lyle Brown",522,"R",4e+06,2001,595,7.1,0,"Romance_Drama"
"Henry Hobson",256,95,9,428,"J.D. Evermore",584,131175,"Joely Richardson","Maggie ",30219,1885,"David A Cole",200,"PG-13",8500000,2015,430,5.6,22000,"Drama_Thriller"
"Mike Figgis",123,111,81,687,"Valeria Golino",12000,31968347,"Nicolas Cage","Leaving Las Vegas ",93894,14823,"Julian Sands",286,"R",3600000,1995,898,7.6,0,"Romance_Drama"
"Rob Cohen",149,91,357,326,"Hill Harper",3000,35385560,"Ryan Guzman","The Boy Next Door ",27198,4807,"Adam Hicks",131,"R",4e+06,2015,465,4.6,8000,"Thriller_Crime"
"Lisa Cholodenko",323,106,450,712,"Mia Wasikowska",14000,20803237,"Josh Hutcherson","The Kids Are All Right ",110616,18645,"Yaya DaCosta",291,"R",3500000,2010,3000,7.1,16000,"Comedy_Drama"
"John Carpenter",172,93,0,133,"Peter Jason",355,13008928,"Meg Foster","They Live ",73501,837,"George 'Buck' Flower",333,"R",4e+06,1988,151,7.3,27000,"Thriller_Action"
"Richard Linklater",548,165,0,127,"Lorelei Linklater",230,25359200,"Ellar Coltrane","Boyhood ",266020,673,"Libby Villari",836,"R",4e+06,2014,193,8,92000,"Drama"
"Tim Burton",230,119,13000,567,"Estella Warren",1000,180011740,"Cary-Hiroyuki Tagawa","Planet of the Apes ",177729,2776,"Erick Avari",1368,"PG-13",1e+08,2001,658,5.7,0,"Thriller_Action"
"DJ Pooh",27,93,69,69,"Dr. Dre",522,10097096,"Angell Conwell","The Wash ",5612,955,"DJ Pooh",38,"R",4e+06,2001,231,4.6,842,"Comedy"
"DJ Pooh",22,82,69,585,"Mike Epps",939,9821335,"Mo'Nique","3 Strikes ",1415,3354,"Faizon Love",10,"R",6e+06,2000,706,4,118,"Comedy"
"Patrick Stettner",125,81,5,710,"Joe Morton",49000,7825820,"Robin Williams","The Night Listener ",13086,50831,"Rory Culkin",156,"R",4e+06,2006,780,5.9,576,"Thriller_Crime"
"Wes Craven",160,107,0,255,"Emily Meade",798,14637490,"Frank Grillo","My Soul to Take ",16411,2537,"Zena Grey",136,"R",2.5e+07,2010,374,4.8,0,"Thriller_Crime"
"Michael Tiddes",69,86,89,511,"Essence Atkins",986,17314483,"Ashley Rickards","A Haunted House 2 ",14621,4073,"Gabriel Iglesias",48,"R",4e+06,2014,713,4.7,0,"Comedy_Action"
"Roger Avary",143,110,675,968,"Faye Dunaway",16000,6525762,"Ian Somerhalder","The Rules of Attraction ",44339,19928,"Clifton Collins Jr.",425,"R",4e+06,2002,977,6.7,0,"Romance_Comedy_Drama"
"Allison Anders",51,110,99,960,"Alicia Witt",4000,4301331,"Salma Hayek","Four Rooms ",78241,7921,"Lili Taylor",177,"R",4e+06,1995,975,6.7,0,"Comedy_Action"
"Steven Shainberg",163,104,30,296,"Stephen McHattie",769,4046737,"Jeremy Davies","Secretary ",67949,2251,"Lesley Ann Warren",390,"R",4e+06,2002,413,7.1,15000,"Romance_Comedy_Drama"
"Oliver Stone",40,110,0,237,"Zach Grenier",721,3468572,"Michael Wincott","Talk Radio ",10073,1966,"Bill Johnson",78,"R",4e+06,1988,246,7.3,816,"Drama"
"Christopher Guest",50,84,378,611,"Fred Willard",925,2892582,"Catherine O'Hara","Waiting for Guffman ",22697,3559,"Larry Miller",202,"R",4e+06,1996,729,7.6,0,"Comedy"
"Jeff Franklin",45,94,24,545,"Tyra Banks",834,2800000,"Ivana Milicevic","Love Stinks ",4377,2662,"Bridgette Wilson-Sampras",85,"R",4e+06,1999,625,5.8,309,"Comedy"
"Mike Mills",114,96,101,71,"Lou Taylor Pucci",730,1325073,"Kelli Garner","Thumbsucker ",18762,1208,"Nancy O'Dell",91,"R",4e+06,2005,394,6.6,708,"Comedy_Drama"
"Ruggero Deodato",15,87,101,324,"Eva LaRue",721,800000,"Michael Berryman","The Barbarians ",2308,1700,"Richard Lynch",35,"R",4e+06,1987,576,4.8,550,"Action"
"Mars Callahan",41,99,60,444,"Ricky Schroder",979,562059,"Chazz Palminteri","Poolhall Junkies ",8535,3130,"Ernie Reyes Jr.",113,"R",4e+06,2002,665,7,872,"Drama_Thriller"
"Mike Figgis",31,106,81,687,"Saffron Burrows",2000,399793,"Kelly Macdonald","The Loss of Sexual Innocence ",2877,4343,"Julian Sands",70,"R",4e+06,1999,811,5.4,111,"Drama"
"David Gordon Green",232,117,234,221,"Tye Sheridan",12000,371897,"Nicolas Cage","Joe ",36494,13607,"Ronnie Gene Blevins",118,"R",4e+06,2013,1000,6.9,11000,"Drama"
"Renny Harlin",68,102,212,195,"Lane Smith",10000,354704,"Viggo Mortensen","Prison ",2705,11083,"Hal Landon Jr.",38,"R",1300000,1987,633,5.9,314,"Drama_Thriller_Crime"
"David Schwimmer",109,106,0,67,"Jordan Trovillion",617,58214,"Noah Emmerich","Trust ",34224,916,"Zoe Levin",137,"R",9500000,2010,163,7,10000,"Drama_Thriller_Crime"
"Barry Levinson",34,103,272,70,"Brían F. O'Byrne",736,75078,"Anna Friel","An Everlasting Piece ",1398,1403,"Pauline McLynn",26,"R",1.4e+07,2000,450,6.3,132,"Comedy"
"Jim Mickle",215,98,53,65,"Michael Cerveris",530,18469,"Connor Paolo","Stake Land ",34263,1038,"Nick Damici",141,"R",650000,2010,238,6.5,0,"Drama_Thriller_Action"
"Stephen Kay",12,92,19,599,"Marg Helgenberger",18000,12836,"Keanu Reeves","The Last Time I Committed Suicide ",1686,20135,"Gretchen Mol",28,"R",4e+06,1997,759,5.8,161,"Drama"
"Victor Fleming",157,226,149,248,"George Reeves",503,198655278,"Hattie McDaniel","Gone with the Wind ",215340,1862,"Thomas Mitchell",706,"G",3977000,1939,384,8.2,16000,"Romance_Drama_Action"
"Sam Peckinpah",53,152,541,288,"Slim Pickens",773,14873,"James Coburn","Major Dundee ",5294,2888,"Warren Oates",67,"Approved",3800000,1965,575,6.8,251,"Action"
"George Sidney",21,107,24,83,"Howard Keel",277,8000000,"Keenan Wynn","Annie Get Your Gun ",3167,731,"Betty Hutton",90,"Passed",3768785,1950,244,7,456,"Romance_Comedy"
"Vincente Minnelli",41,102,136,48,"Reginald Owen",89,2956000,"Gladys Cooper","The Pirate ",3258,282,"Ellen Ross",54,"Approved",3700000,1948,78,7.1,359,"Romance_Comedy_Action"
"Jim Abrahams",134,88,104,318,"Lloyd Bridges",628,83400000,"Peter Graves","Airplane! ",160281,2726,"Barbara Billingsley",427,"PG",3500000,1980,575,7.8,16000,"Comedy"
"Albert Hughes",28,97,117,556,"Larenz Tate",851,27900000,"Jada Pinkett Smith","Menace II Society ",39508,3036,"Khandi Alexander",96,"R",3500000,1993,582,7.5,0,"Drama_Thriller_Crime"
"Michael Gornick",95,85,10,178,"Holt McCallany",3000,14000000,"George Kennedy","Creepshow 2 ",15956,3617,"Dorothy Lamour",118,"R",3500000,1987,273,6,1000,"Comedy_Thriller_Action"
"Robert Eggers",425,92,22,159,"Kate Dickie",648,25138292,"Julian Richings","The Witch ",66483,1122,"Ralph Ineson",452,"R",3500000,2015,191,6.8,43000,"Thriller_Crime"
"Michael Martin",19,93,0,78,"Master P",625,10305534,"Joe Estevez","I Got the Hook Up ",1721,987,"Anthony Johnson",38,"R",3500000,1998,118,3.9,280,"Comedy"
"Edward Burns",43,96,0,111,"Frank Vincent",385,9449219,"John Mahoney","She's the One ",13949,995,"Michael McGlone",98,"R",3500000,1996,356,6.1,453,"Romance_Comedy_Drama"
"Sam Raimi",252,37,0,199,"Dan Hicks",634,5923044,"Ted Raimi","Evil Dead II ",113451,1347,"Kassie Wesley DePaiva",537,"X",3600000,1987,328,7.8,0,"Comedy_Thriller_Action"
"Louis C.K.",31,81,0,542,"J.B. Smoove",560,3293258,"Wanda Sykes","Pootie Tang ",11399,2238,"Robert Vaughn",131,"PG-13",3e+06,2001,555,5.2,0,"Comedy_Action"
"Robert Cary",30,101,0,681,"Fred Willard",827,220234,"Frances Conroy","Ira & Abby ",1950,3574,"Kevin Sussman",24,"R",3500000,2006,729,6.5,360,"Romance_Comedy"
"Akiva Schaffer",265,102,82,536,"Nicholas Braun",622,34350553,"Will Forte","The Watch ",104072,2486,"Rosemarie DeWitt",207,"R",6.8e+07,2012,591,5.7,15000,"Comedy_Action"
"Adam Rapp",50,98,9,405,"Will Ferrell",11000,101228,"Zooey Deschanel","Winter Passing ",7228,20009,"Dallas Roberts",53,"R",3500000,2005,8000,6.4,414,"Comedy_Drama"
"Angela Robinson",50,91,23,660,"Geoff Stults",4000,96793,"Jordana Brewster","D.E.B.S. ",12188,6380,"Scoot McNairy",135,"PG-13",3500000,2004,756,5.3,1000,"Romance_Comedy_Action"
"J.C. Chandor",290,107,78,969,"Demi Moore",18000,5354039,"Kevin Spacey","Margin Call ",92599,22834,"Ashley Williams",225,"R",3500000,2011,2000,7.1,21000,"Drama_Thriller"
"Clark Gregg",159,92,0,539,"Matt Gerald",1000,2926565,"Anjelica Huston","Choke ",28573,3608,"Jonah Bobo",72,"R",3e+06,2008,585,6.5,0,"Comedy_Drama"
"Damien Chazelle",535,107,141,535,"Melissa Benoist",24000,13092000,"J.K. Simmons","Whiplash ",399138,26495,"Chris Mulkey",731,"R",3300000,2014,970,8.5,129000,"Drama"
"Alejandro Monteverde",60,91,38,377,"Ramon Rodriguez",625,8108247,"Armando Riesco","Bella ",9607,2747,"Eduardo Verástegui",174,"PG-13",3300000,2006,464,7.4,0,"Romance_Drama"
"Mike Mills",261,105,101,157,"Lou Taylor Pucci",1000,5776314,"Goran Visnjic","Beginners ",73349,2016,"Mary Page Keller",142,"R",3200000,2010,394,7.2,15000,"Romance_Comedy_Drama"
"John Landis",94,109,644,559,"Karen Allen",1000,141600000,"John Belushi","Animal House ",90177,3468,"Tim Matheson",257,"R",3e+06,1978,783,7.6,0,"Comedy"
"Spike Lee",53,115,0,360,"Cedric the Entertainer",1000,38168022,"Bernie Mac","The Original Kings of Comedy ",4687,1964,"Steve Harvey",83,"R",3e+06,2000,436,6.6,290,"Comedy"
"Tod Williams",264,98,21,189,"Molly Ephraim",438,84749884,"Sprague Grayden","Paranormal Activity 2 ",82133,1081,"Micah Sloat",359,"R",3e+06,2010,332,5.7,14000,"Thriller"
"Jack Sholder",138,87,28,217,"Robert Rusler",426,30000000,"Clu Gulager","A Nightmare on Elm Street 2: Freddy's Revenge ",43485,1472,"Marshall Bell",327,"R",2200000,1985,359,5.4,0,"Thriller_Action"
"James DeMonaco",361,85,65,535,"Adelaide Kane",942,64423650,"Rhys Wakefield","The Purge ",139329,3708,"Chris Mulkey",578,"R",3e+06,2013,810,5.7,31000,"Thriller_Action"
"Scott Derrickson",411,110,301,412,"Victoria Leigh",1000,48056940,"Danielle Kotch","Sinister ",155153,2239,"James Ransone",524,"R",3e+06,2012,419,6.8,58000,"Thriller_Crime"
"David Raynr",24,113,9,12,"Mikki Padilla",71,19184015,"Nancy O'Dell","Martin Lawrence Live: Runteldat ",1466,159,"Dayna Devon",35,"R",3e+06,2002,65,5.4,63,"Comedy"
"Charles Martin Smith",35,98,188,693,"Bill Cobbs",2000,24629916,"Kevin Zegers","Air Bud ",12942,4277,"Michael Jeter",34,"PG",3e+06,1997,970,5.1,902,"Comedy_Drama"
"Tom McLoughlin",158,86,41,155,"Ron Palillo",956,19472057,"Tony Goldwyn","Jason Lives: Friday the 13th Part VI ",25332,1862,"Vincent Guastaferro",307,"R",3e+06,1986,316,5.9,0,"Thriller"
"Patrick Read Johnson",16,100,32,175,"Royal Dano",610,15369573,"Ariana Richards","Spaced Invaders ",2580,1441,"Tonya Lee Williams",54,"PG",3e+06,1990,232,5.3,710,"Comedy_Action"
"Adam Marcus",112,91,18,307,"Leslie Jordan",935,15935068,"Kane Hodder","Jason Goes to Hell: The Final Friday ",19331,2899,"Erin Gray",317,"R",2500000,1993,805,4.3,949,"Thriller_Action"
"Michel Gondry",114,100,1000,220,"Dave Chappelle",989,11694528,"Common","Dave Chappelle's Block Party ",7721,2165,"Lauryn Hill",72,"R",3e+06,2005,744,7.2,635,"Comedy"
"Benny Boom",49,84,23,706,"Donald Faison",1000,10017041,"Omari Hardwick","Next Day Air ",8265,4815,"Mike Epps",20,"R",3e+06,2009,927,5.9,545,"Comedy_Crime_Action"
"Nnegest Likké",37,99,18,233,"Jimmy Jean-Louis",939,7059537,"Mo'Nique","Phat Girlz ",8279,2321,"Joyful Drake",101,"PG-13",3e+06,2006,407,3,837,"Comedy"
"Richard Linklater",405,109,0,48,"Ariane Labed",140,8114507,"Seamus Davey-Fitzpatrick","Before Midnight ",95362,328,"Athina Rachel Tsangari",270,"R",3e+06,2013,63,7.9,62000,"Romance_Drama"
"Christopher Leitch",29,95,4,152,"Robert Neary",641,7888703,"John Astin","Teen Wolf Too ",8465,1389,"Kim Darby",65,"PG",3e+06,1987,168,3.2,491,"Comedy_Action"
"Don Coscarelli",81,97,152,135,"A. Michael Baldwin",674,7282851,"Angus Scrimm","Phantasm II ",9502,1395,"James Le Gros",100,"R",3e+06,1988,174,6.5,812,"Thriller_Action"
"Patricia Cardoso",75,90,15,453,"Lupe Ontiveros",953,5844929,"America Ferrera","Real Women Have Curves ",6000,2510,"George Lopez",109,"PG-13",3e+06,2002,625,7,595,"Comedy_Drama"
"Peter M. Cohen",48,82,0,51,"Brian Van Holt",472,4142507,"Callie Thorne","Whipped ",3665,858,"David Heyman",81,"R",3e+06,2000,324,4.4,131,"Romance_Comedy"
"Anthony Hickox",22,98,16,222,"Zach Galligan",687,3902679,"Julian Sands","Warlock: The Armageddon ",3943,1806,"Paula Marshall",49,"R",3e+06,1993,233,5.3,217,"Thriller_Action"
"Tom Schulman",30,95,45,267,"George Hamilton",578,3559990,"Kristy Swanson","8 Heads in a Duffel Bag ",8005,1363,"Dyan Cannon",49,"R",3e+06,1997,341,5.3,417,"Comedy_Crime"
"Jill Sprecher",79,104,11,194,"Rob McElhenney",11000,3287435,"Matthew McConaughey","Thirteen Conversations About One Thing ",8603,12250,"Amy Irving",115,"R",4500000,2001,813,7.1,430,"Drama"
"Julian Schnabel",42,108,232,353,"Michael Wincott",10000,2961991,"Gary Oldman","Basquiat ",15885,11459,"Courtney Love",78,"R",3300000,1996,721,6.9,0,"Drama"
"Todd Solondz",148,134,377,812,"Jon Lovitz",22000,3000000,"Philip Seymour Hoffman","Happiness ",55329,36859,"Dylan Baker",499,"",3e+06,1998,11000,7.8,0,"Comedy_Drama"
"David Nixon",19,110,13,221,"Michael Bolten",439,2848578,"Robyn Lively","Letters to God ",3942,1567,"Christopher Schmidt",65,"PG",3500000,2010,399,6.3,0,"Drama"
"Leslye Headland",156,87,21,416,"Adam Scott",4000,418268,"Kirsten Dunst","Bachelorette ",37156,8353,"Andrew Rannells",129,"R",3e+06,2012,3000,5.3,0,"Romance_Comedy"
"Tim Heidecker",82,93,78,197,"William Atherton",536,200803,"Michael Gross","Tim and Eric's Billion Dollar Movie ",7988,1467,"Bob Ross",71,"R",3e+06,2012,317,5.3,0,"Comedy"
"Rupert Wyatt",175,111,81,81,"Cjon Saulsberry",3000,33631221,"George Kennedy","The Gambler ",48562,3784,"Griffin Cleveland",145,"R",2.5e+07,2014,571,6,0,"Drama_Thriller_Crime"
"Deon Taylor",63,88,26,236,"Betsy Russell",487,143000,"Matt Cohen","Chain Letter ",4122,1495,"Noah Segan",48,"R",5e+06,2009,298,4.1,0,"Thriller"
"Jason Alexander",20,97,700,56,"Patti LuPone",599,39852,"Gretchen Mol","Just Looking ",1238,1030,"Peter Onorati",25,"R",3e+06,1999,325,6.7,117,"Comedy_Drama"
"Tim Burton",451,108,13000,11000,"Alan Rickman",40000,334185206,"Johnny Depp","Alice in Wonderland ",306336,79957,"Anne Hathaway",736,"PG",2e+08,2010,25000,6.5,24000,"Action"
"Francesca Gregorini",21,96,15,357,"Amy Sedaris",433,5005,"Tom Everett Scott","Tanner Hall ",2280,1929,"Chris Kattan",14,"R",3e+06,2009,396,5.9,448,"Drama"
"Kenneth Branagh",343,105,0,502,"Derek Jacobi",2000,201148159,"Hayley Atwell","Cinderella ",103749,4671,"Lily James",323,"PG",9.5e+07,2015,520,7,56000,"Romance_Drama_Action"
"Craig Brewer",159,116,153,165,"Paula Jai Parker",275,22201636,"Isaac Hayes","Hustle & Flow ",33567,727,"Elise Neal",206,"R",8e+06,2005,247,7.4,0,"Drama_Crime"
